neg,neu,pos,compound
0.12,0.637,0.243,0.8905
0.093,0.828,0.079,-0.1027
0.037,0.878,0.085,0.2023
0.171,0.779,0.05,-0.5994
0.115,0.885,0.0,-0.296
0.055,0.847,0.098,0.2263
0.096,0.822,0.082,-0.1921
0.261,0.688,0.052,-0.8074
0.064,0.862,0.075,-0.0147
0.0,0.825,0.175,0.1779
0.071,0.877,0.052,-0.1531
0.0,0.925,0.075,0.4939
0.006,0.909,0.085,0.9584
0.0,0.874,0.126,0.3818
0.133,0.806,0.061,-0.4344
0.0,0.89,0.11,0.5719
0.0,1.0,0.0,0.0
0.179,0.821,0.0,-0.2924
0.0,0.866,0.134,0.4019
0.105,0.799,0.095,0.09
0.15,0.755,0.094,-0.9042
0.115,0.789,0.096,-0.7184
0.0,0.886,0.114,0.4019
0.0,0.813,0.187,0.6662
0.128,0.832,0.041,-0.6908
0.28,0.521,0.199,-0.4019
0.074,0.836,0.09,0.128
0.0,1.0,0.0,0.0
0.108,0.892,0.0,-0.4404
0.208,0.731,0.062,-0.5859
0.0,1.0,0.0,0.0
0.014,0.779,0.207,0.9538
0.17,0.749,0.081,-0.4767
0.09,0.854,0.056,-0.6497
0.144,0.823,0.033,-0.7351
0.0,0.849,0.151,0.891
0.089,0.862,0.049,-0.1813
0.247,0.753,0.0,-0.7096
0.091,0.849,0.06,-0.1298
0.0,1.0,0.0,0.0
0.109,0.751,0.14,0.296
0.0,0.919,0.081,0.5267
0.136,0.756,0.108,-0.4875
0.196,0.709,0.095,-0.6652
0.109,0.891,0.0,-0.3252
0.046,0.721,0.233,0.7783
0.104,0.783,0.113,-0.4287
0.099,0.852,0.048,-0.6124
0.053,0.902,0.045,-0.0742
0.0,1.0,0.0,0.0
0.043,0.925,0.032,0.0139
0.088,0.858,0.054,-0.9095
0.034,0.909,0.057,0.128
0.057,0.773,0.171,0.8456
0.087,0.913,0.0,-0.2057
0.114,0.85,0.036,-0.6369
0.073,0.829,0.098,-0.0
0.0,0.943,0.057,0.4215
0.0,1.0,0.0,0.0
0.071,0.882,0.047,-0.0754
0.0,1.0,0.0,0.0
0.045,0.955,0.0,-0.264
0.131,0.812,0.058,-0.8316
0.049,0.797,0.154,0.6249
0.0,0.959,0.041,0.25
0.0,0.918,0.082,0.2212
0.19,0.81,0.0,-0.7783
0.0,0.879,0.121,0.5719
0.249,0.751,0.0,-0.9595
0.194,0.806,0.0,-0.802
0.0,0.819,0.181,0.4939
0.041,0.882,0.077,0.4864
0.133,0.759,0.108,-0.3919
0.118,0.626,0.256,0.5759
0.0,0.795,0.205,0.6597
0.0,1.0,0.0,0.0
0.088,0.765,0.148,0.8611
0.086,0.802,0.112,0.1635
0.18,0.769,0.05,-0.8834
0.029,0.896,0.075,0.535
0.03,0.838,0.132,0.7678
0.036,0.964,0.0,-0.296
0.076,0.697,0.227,0.9838
0.029,0.884,0.086,0.4939
0.283,0.658,0.059,-0.9313
0.084,0.841,0.075,-0.2263
0.156,0.822,0.023,-0.765
0.049,0.763,0.188,0.7222
0.084,0.916,0.0,-0.2732
0.109,0.793,0.098,-0.1921
0.176,0.824,0.0,-0.6597
0.055,0.945,0.0,-0.3818
0.0,0.944,0.056,0.4019
0.033,0.933,0.034,0.0258
0.039,0.85,0.112,0.7728
0.05,0.828,0.122,0.5994
0.031,0.847,0.122,0.765
0.0,0.927,0.073,0.5719
0.082,0.918,0.0,-0.3818
0.053,0.795,0.151,0.7906
0.053,0.876,0.071,0.0754
0.0,1.0,0.0,0.0
0.0,0.706,0.294,0.6124
0.047,0.881,0.071,0.1779
0.0,0.774,0.226,0.8603
0.0,0.949,0.051,0.296
0.165,0.835,0.0,-0.631
0.049,0.922,0.029,-0.296
0.183,0.817,0.0,-0.6808
0.257,0.677,0.066,-0.9477
0.283,0.717,0.0,-0.7269
0.142,0.858,0.0,-0.7783
0.079,0.823,0.097,0.1045
0.203,0.694,0.103,-0.71
0.0,1.0,0.0,0.0
0.065,0.796,0.139,0.8747
0.066,0.846,0.088,0.25
0.0,0.901,0.099,0.5106
0.041,0.838,0.12,0.6705
0.0,0.872,0.128,0.3612
0.099,0.901,0.0,-0.8573
0.08,0.831,0.09,0.0772
0.115,0.833,0.052,-0.5267
0.0,0.963,0.037,0.2732
0.0,1.0,0.0,0.0
0.112,0.871,0.017,-0.8316
0.035,0.778,0.186,0.8074
0.0,0.931,0.069,0.25
0.0,0.909,0.091,0.0772
0.038,0.907,0.055,0.0708
0.091,0.909,0.0,-0.296
0.0,1.0,0.0,0.0
0.053,0.892,0.054,0.0681
0.206,0.687,0.107,-0.3182
0.147,0.853,0.0,-0.4767
0.046,0.954,0.0,-0.5255
0.05,0.903,0.047,-0.0258
0.121,0.722,0.157,0.1779
